_id__$oid,last_updated__$date,is_deleted,custom_dosing_data__dosing_mode,custom_dosing_data__flow,custom_dosing_data__applied_dose,custom_dosing_data__applied_dose_outlet,raw_sewage__turbidity,raw_sewage__ph,raw_sewage__cod,raw_sewage__tss,raw_sewage__ammonia,raw_sewage__phosphate,raw_sewage__bod,pst_outlet__turbidity,pst_outlet__ph,pst_outlet__cod,pst_outlet__tss,pst_outlet__ammonia,pst_outlet__phosphate,pst_outlet__bod,at__ph,at__mlss,at__do,at__percent_settlement,at__svi,fst__time,fst__turbidity,fst__ph,fst__cod,fst__tss,fst__ammonia,fst__phosphate,fst__do,fst__bod,date,inlet_dosing,outlet_dosing,,,,,,,,
62512c122bd737001123f38b,2022-04-08T18:30:36.747Z,FALSE,automatic,0.55,0.001,0.03,215,7.33,360,230,40,2.4,142,65.7,7.44,160,66,24,0.7,60,7.51,2610,1.96,24,91.95402299,,3.88,7.64,20,9,22,0.8,1.73,5,4/6/2022,0,0,,,,,,,,
6251356c2bd737001123f4d3,2022-04-08T18:30:36.747Z,FALSE,automatic,0.546875,0.001,0.03,290,7.32,410,292,46,2.5,165,85.2,7.63,170,84,30,0.7,68,7.6,2560,1.84,22,85.9375,,8.9,7.64,20,9,22,0.5,1.69,4,4/7/2022,0,0,,,,,,,,
6253c4fa19fb390012684ed0,2022-04-10T18:30:35.471Z,FALSE,automatic,0.55859375,0.001,0.03,333,7.2,390,334,42,2.6,185,61.1,7.25,160,64,30,0.5,73,7.32,3070,1.69,27,87.94788274,,9.86,7.49,20,10,29,0.3,1.52,4,4/8/2022,0,0,,,,,,,,
6253c5f019fb390012684f3a,2022-04-10T18:30:35.471Z,FALSE,automatic,0.56,0.001,0.03,225,7.28,390,226,45,2.8,188,74.3,7.3,180,76,36,0.6,77,7.42,3850,1.64,32,83.11688312,,8.46,7.54,20,9,22,0.3,1.48,4,4/9/2022,0,0,,,,,,,,
6253c7c419fb390012685022,2022-04-10T18:30:35.471Z,FALSE,automatic,0.5703125,0.001,0.03,230,7.42,340,232,43,1.9,155,90.9,7.3,160,92,36,0.9,75,7.64,2100,1.54,20,95.23809524,,7.98,7.6,20,8,26,0.6,1.4,5,4/10/2022,0,0,,,,,,,,
62590f5985a4b90011860678,2022-04-14T18:30:40.82Z,FALSE,automatic,0.61328125,0.001,0.03,269,7.36,390,270,42,2.5,150,110.1,7.45,220,112,38,0.9,85,7.49,3880,1.57,39,100.5154639,,11.92,7.59,20,12,23,0.7,1.48,5,4/12/2022,0,0,,,,,,,,
625913d985a4b900118607eb,2022-04-14T18:30:40.82Z,FALSE,automatic,0.625,0.001,0.03,308,7.22,410,310,39,2.4,180,80.09,7.32,190,82,36,0.8,82,7.56,4840,1.46,42,86.7768595,,9.9,7.52,20,11,32,0.7,1.27,5,4/13/2022,0,0,,,,,,,,
625a52a9d69f8f0013c717e5,2022-04-15T18:30:35.58Z,FALSE,automatic,0.75,0.001,0.03,225,7.41,350,228,43,1.9,145,91.42,7.24,200,92,32,1.2,83,7.59,3900,1.24,46,117.9487179,,21.37,7.74,40,20,22,0.9,1.09,10,4/14/2022,0,0,,,,,,,,
625bcf0d5199ac00120932f7,2022-04-16T18:30:40.679Z,FALSE,automatic,0.70703125,0.001,0.03,320,7.39,490,318,38,2,177,80.74,7.41,190,84,34,1.7,75,7.49,3570,1.16,42,117.6470588,,19.55,7.55,40,20,33,0.9,1.16,11,4/16/2022,0,0,,,,,,,,
625d1365bcc46b001112157b,2022-04-18T06:50:34.947Z,FALSE,automatic,0.57421875,0.001,0.03,253,7.23,430,254,42,2,180,84.5,7.2,180,86,36,0.8,83,7.46,2980,1.6,24,80.53691275,,6.9,7.56,20,7,24,0.6,1.46,5,4/11/2022,0,0,,,,,,,,
625d145fbcc46b001112163d,2022-04-18T06:50:34.947Z,FALSE,automatic,0.64453125,0.001,0.03,236,7.43,380,238,41,2.2,150,84.9,7.37,180,86,36,0.5,75,7.6,3800,1.3,40,105.2631579,,19.24,7.61,50,20,22,0.7,1.12,13,4/15/2022,0,0,,,,,,,,
625d15b5bcc46b00111216aa,2022-04-18T06:50:34.947Z,FALSE,automatic,0.48046875,0.001,0.03,297,7.54,380,298,45,2,152,81.7,7.38,170,82,28,1.1,65,7.59,3210,1.48,30,93.45794393,,17.54,7.61,50,18,25,0.7,1.32,13,4/17/2022,0,0,,,,,,,,
625fac662b9f680011ee0658,2022-04-19T18:30:38.711Z,FALSE,automatic,0.5234375,0.001,0.03,280,7.23,440,282,42,2,170,69.6,7.31,180,68,37,1.6,77,7.6,3600,1.46,42,116.6666667,,16.28,7.76,30,16,30,0.4,1.27,8,4/18/2022,0,0,,,,,,,,
625fb8522b9f680011ee06b1,2022-04-19T18:30:38.711Z,FALSE,automatic,0.4921875,0.001,0.03,215,7.18,340,216,42,1.6,140,106,7.2,190,106,34,1.9,70,7.49,3900,1.34,46,117.9487179,,14.7,7.69,30,15,32,0.9,1.18,9,4/19/2022,0,0,,,,,,,,
6266616ba738090012862ba4,2022-04-24T18:30:38.336Z,FALSE,automatic,0.47,0.001,0.03,301,7.3,330,302,42,2.4,193,67.12,7.42,160,68,30,1.5,81,7.6,3680,1.38,40,108.6956522,,14.44,7.68,30,15,28,0.7,1.2,8,4/20/2022,0,0,,,,,,,,
62666231a738090012862c0e,2022-04-24T18:30:38.336Z,FALSE,automatic,0.482421875,0.001,0.03,226,7.3,430,228,42,2.1,145,71.4,7.35,160,72,36,0.6,60,7.62,2690,1.42,26,96.65427509,,9.3,7.47,20,10,32,0.7,1.3,6,4/21/2022,0,0,,,,,,,,
62666334a738090012862ccc,2022-04-24T18:30:38.336Z,FALSE,automatic,0.486328125,0.001,0.03,226,7.28,370,228,45,2.5,150,73.9,7.32,160,74,36,2,78,7.56,920,1.26,10,108.6956522,,16.4,7.56,40,18,27,0.7,1.09,10,4/22/2022,0,0,,,,,,,,
6266664aa738090012862ddc,2022-04-24T18:30:38.336Z,FALSE,automatic,0.49,0.001,0.03,215,7.39,310,216,46,1.7,145,77.3,7.32,160,80,32,0.6,81,7.48,2830,1.2,24,84.80565371,,9.46,7.62,30,10,28,0.7,1.06,8,4/23/2022,0,0,,,,,,,,
62666d62a738090012862e24,2022-04-24T18:30:38.336Z,FALSE,automatic,0.494140625,0.001,0.03,279,7.51,400,280,43,2.1,163,80,7.24,180,82,37,1.8,70,7.59,3290,1.24,36,109.4224924,,9.3,7.69,20,10,30,0.7,0.96,5,4/24/2022,0,0,,,,,,,,
6266bab0a7e77700137daee7,2022-04-25T10:17:48.583Z,TRUE,automatic,0.56,2,2,7,7,7,7,7,7,,6,6,6,6,6,6,,5,5,5,5,10000,,4,4,4,4,4,4,4,,4/25/2022,0,0,,,,,,,,
6268e201d14cd00011f759db,2022-04-26T18:30:41.72Z,FALSE,automatic,0.48828125,0.001,0.03,246,7.34,421,248,40,2.7,188,86,7.37,180,88,35,1.6,84,7.52,1820,1.3,16,87.91208791,,8.94,7.69,20,10,30,0.9,1.09,5,4/25/2022,0,0,,,,,,,,
6268e2b1d14cd00011f75a2a,2022-04-26T18:30:41.72Z,FALSE,automatic,0.42,0.001,0.03,231,7.38,380,232,38,1.8,150,70.64,7.44,180,72,32,1.6,70,7.52,2280,1.3,20,87.71929825,,10.56,7.64,30,11,28,0.7,1.06,8,4/26/2022,0,0,,,,,,,,
626b8b2664c5a6001158c43c,2022-04-29T05:15:50.246Z,FALSE,automatic,0.48,0.001,0.03,272,7.24,420,272,44,2.4,168,93.24,7.12,170,94,37,1.6,85,7.62,2360,1.56,28,118.6440678,,11.46,7.69,30,12,32,0.9,1.42,6,4/27/2022,0,0,,,,,,,,
626d0453388147001242a19a,2022-04-29T18:30:38.788Z,FALSE,automatic,0.470703125,0.001,0.03,243,7.35,390,244,42,2.5,162,76.96,7.48,180,78,30,1,78,7.5,3320,1.26,28,84.3373494,,8.64,7.66,20,9,26,0.6,1.38,4,4/28/2022,0,0,,,,,,,,
626d04f3388147001242a1db,2022-04-29T18:30:38.788Z,FALSE,automatic,0.50390625,0.001,0.03,253,7.21,390,256,42,2.2,173,130,7.07,200,132,37,1.9,91,7.43,2290,1.57,26,113.5371179,,15.24,7.52,20,15,31,0.5,1.33,8,4/29/2022,0,0,,,,,,,,
6270d8c9f6b602001264a6f8,2022-05-02T18:30:40.509Z,FALSE,automatic,0.53125,0.001,0.03,251,7.3,400,248,44,2.9,170,97.14,7.16,200,98,39,2,85,7.44,2190,1.54,26,118.7214612,,21.07,7.64,50,21,32,0.7,1.23,13,4/30/2022,0,0,,,,,,,,
6270d9b3f6b602001264a739,2022-05-02T18:30:40.509Z,FALSE,automatic,0.52734375,0.001,0.03,260,7.54,360,262,45,2.1,158,86.7,7.48,180,88,35,1.5,73,7.59,2340,1.68,27,115.3846154,,19.18,7.63,40,20,27,0.4,1.34,12,5/1/2022,0,0,,,,,,,,
627394d3153bbd001177144c,2022-05-04T18:30:40.379Z,FALSE,automatic,0.490234375,0.001,0.03,230,7.41,390,234,41,2.7,165,87.45,7.34,180,88,37,1.9,79,7.4,2090,1.47,24,114.8325359,,23.42,7.63,50,25,32,0.7,1.07,14,5/2/2022,0,0,,,,,,,,
6273960d153bbd00117714d7,2022-05-04T18:30:40.379Z,TRUE,automatic,0.498046875,0.001,0.03,213,7.38,370,214,40,2,150,65.64,7.34,150,66,30,1.7,60,7.5,2000,1.38,22,110,,22.64,7.67,50,23,28,0.5,1.07,13,5/3/2022,0,0,,,,,,,,
6273960d153bbd00117714d9,2022-05-04T18:30:40.379Z,FALSE,automatic,0.498046875,0.001,0.03,213,7.38,370,214,40,2,150,65.64,7.34,150,66,30,1.7,60,7.5,2000,1.38,22,110,,22.64,7.67,50,23,28,0.5,1.07,13,5/3/2022,0,0,,,,,,,,
6274b8cbe59c320011d3a16c,2022-05-05T18:30:36.25Z,FALSE,automatic,0.5078125,0.001,0.03,286,7.32,400,284,43,2.4,170,87.94,7.28,170,88,35,1.8,69,7.54,2040,1.45,24,117.6470588,,25.16,7.69,50,23,32,1,1.24,14,5/4/2022,0,0,,,,,,,,
6278ab0ffa790a00110a5a53,2022-05-08T18:30:40.21Z,FALSE,automatic,0.640625,0.001,0.03,273,7.36,380,274,43,2.3,170,89,7.43,180,90,36,1.5,72,7.6,2070,1.37,20,96.61835749,,20.9,7.67,40,22,30,0.9,1.3,10,5/5/2022,0.387122077,0,,,,,,,,
6278ac30fa790a00110a5abd,2022-05-08T18:30:40.21Z,FALSE,automatic,0.60546875,0.001,0.03,283,7.36,400,284,42,2.1,173,75,7.29,170,76,36,1.3,69,7.49,1960,0.96,22,112.244898,,19.3,7.6,50,20,30,0.9,0.68,14,5/6/2022,0,0,,,,,,,,
6278ad91fa790a00110a5b18,2022-05-08T18:30:40.21Z,FALSE,automatic,0.6015625,0.001,0.03,231,7.4,320,232,42,2.2,142,87.53,7.49,180,88,32,1,76,7.51,1660,1.38,18,108.4337349,,15.28,7.6,30,16,30,0.7,1.26,9,5/7/2022,0,0,,,,,,,,
6278ae2efa790a00110a5b5f,2022-05-08T18:30:40.21Z,TRUE,automatic,0.625,0.001,0.03,259,7.29,370,260,43,2.6,155,84.1,7.3,170,86,36,1.5,65,7.5,1620,0.94,15,92.59259259,,16.9,7.64,40,18,32,1,0.83,11,5/8/2022,0,0,,,,,,,,
627b91158e9c3c001395e93b,2022-05-10T18:30:37.483Z,FALSE,automatic,0.54296875,0.001,0.03,216,7.34,330,212,43,2.2,140,98.5,7.3,190,100,37,1.9,75,7.47,1610,1.37,18,111.8012422,,15.43,7.67,30,16,34,0,1.24,8,5/9/2022,0,0,,,,,,,,
627b91a68e9c3c001395e97c,2022-05-10T18:30:37.483Z,FALSE,automatic,0.482421875,0.001,0.03,227,7.2,370,228,40,2.2,150,84.95,7.25,170,86,36,1.8,75,7.41,2650,0.94,28,105.6603774,,13.64,7.49,40,14,30,1.3,0.63,11,5/10/2022,0,0,,,,,,,,
627cb6ffd89227001292d07e,2022-05-11T18:30:37.141Z,FALSE,automatic,0.62109375,0.001,0.03,259,7.29,370,260,43,2.6,155,84.1,7.3,170,86,36,1.5,65,7.5,1620,0.94,15,92.59259259,,16.9,7.64,40,18,32,1,0.83,9,5/8/2022,0,0,,,,,,,,
627f4f52d90c4f00116745dd,2022-05-13T18:30:39.689Z,FALSE,automatic,0.498046875,0.001,0.03,272,7.37,400,274,50,3.1,170,76.89,7.28,180,80,30,1.7,65,7.52,1630,1.25,18,110.4294479,,11.86,7.69,30,10,28,1.2,1.06,8,5/11/2022,0,0,,,,,,,,
627f5028d90c4f001167461e,2022-05-13T18:30:39.689Z,FALSE,automatic,0.4765625,0.001,0.03,201,7.33,350,202,40,2,150,72.21,7.27,160,74,32,1.6,70,7.53,2480,1.38,26,104.8387097,,9.17,7.64,20,10,31,0.7,1.42,5,5/12/2022,0,0,,,,,,,,
6281f8f1fd02d700128816c9,2022-05-15T18:30:39.011Z,FALSE,automatic,0.482421875,0.001,0.03,227,7.28,360,226,46,3.6,150,75.8,7.48,170,76,39,1.9,65,7.56,2310,1.57,26,112.5541126,,10.6,7.67,20,10,26,0.7,1.39,6,5/13/2022,0,0,,,,,,,,
6281f9b1fd02d70012881733,2022-05-15T18:30:39.011Z,FALSE,automatic,0.4375,0.001,0.03,247,7.36,370,248,41,2.6,167,68.7,7.28,160,70,30,1.7,63,7.48,1830,1.36,20,109.2896175,,11.64,7.66,30,12,28,1,1.29,7,5/14/2022,0,0,,,,,,,,
6281fa44fd02d70012881782,2022-05-15T18:30:39.011Z,FALSE,automatic,0.4921875,0.001,0.03,228,7.48,350,234,38,2.8,150,75,7.32,180,76,28,1,64,7.52,1740,1.48,16,91.95402299,,10.24,7.7,10,10,26,0.8,1.24,5,5/15/2022,0,0,,,,,,,,
628332b84216f9001252aa0a,2022-05-16T18:30:38.7Z,FALSE,automatic,0.49,0.001,0.03,308,7.32,420,310,43,2.5,165,68.9,7.42,170,70,34,1.4,65,7.5,2130,1.46,24,112.6760563,,10.96,7.62,20,11,30,0.7,1.28,6,5/16/2022,0,0,,,,,,,,
62847fa8e9ae680012ff9710,2022-05-17T18:30:36.832Z,FALSE,automatic,0.486328125,0.001,0.03,255,7.3,390,258,44,2.2,157,88.79,7.28,180,90,34,1,68,7.5,1770,1.09,18,101.6949153,,8.68,7.62,20,9,30,0.6,0.86,5,5/17/2022,0,0,,,,,,,,
6285d76892aa2800128d9d06,2022-05-18T18:30:40.428Z,FALSE,automatic,0.5,0.001,0.03,225,7.38,360,226,40,2.1,153,96.78,7.32,190,96,33,1.5,69,7.52,1240,0.86,14,112.9032258,,7.52,7.68,20,8,30,0.9,0.79,5,5/18/2022,0,0,,,,,,,,
62886fdf13d8400013a0c646,2022-05-20T18:30:40.868Z,FALSE,automatic,0.51,0.001,0.03,254,7.31,360,260,43,2.9,165,74.7,7.28,170,76,37,2.1,78,7.54,1370,1.57,16,116.7883212,,8.72,7.64,30,9,30,0.6,1.43,7,5/19/2022,0,0,,,,,,,,
628b12025316fd0011710244,2022-05-22T18:30:40.292Z,FALSE,automatic,0.48828125,0.001,0.03,240,7.38,370,244,40,2.4,145,93.24,7.3,190,94,30,1.7,75,7.54,1960,1.59,18,91.83673469,,9.68,7.64,30,10,28,0.5,1.49,8,5/20/2022,0,0,,,,,,,,
628b137f5316fd001171030f,2022-05-22T18:30:40.292Z,FALSE,automatic,0.49,0.001,0.03,239,7.3,350,240,40,2.3,168,91.28,7.24,180,92,28,1,73,7.54,1840,1.52,20,108.6956522,,9.5,7.68,20,10,24,0.5,1.44,5,5/21/2022,0,0,,,,,,,,
628b14265316fd0011710359,2022-05-22T18:30:40.292Z,FALSE,automatic,0.49,0.001,0.03,228,7.38,330,236,41,2,145,8.26,7.48,180,84,24,1.1,75,7.32,1710,1.61,17,99.41520468,,9.42,7.59,20,9,22,0.4,1.48,5,5/22/2022,0,0,,,,,,,,
628ca94652020b0012eab9b1,2022-05-24T08:35:25.122Z,FALSE,automatic,0.49,0.001,0.03,422,7.27,460,424,39,1.6,183,104,7.14,190,106,35,1.3,74,7.39,1190,1.67,14,117.6470588,,6.9,7.54,20,7,30,0.9,1.46,4,5/23/2022,1.105268516,0,,,,,,,,
628f08943427e500121a6041,2022-05-25T18:30:37.166Z,FALSE,automatic,0.50390625,0.001,0.03,318,7.15,470,316,40,2.2,205,65.1,7.17,170,68,28,1.2,66,7.28,1810,1.69,16,88.39779006,,7.9,7.5,20,8,30,0.7,1.72,4,5/24/2022,0.651041667,0,,,,,,,,
628f08fd3427e500121a6082,2022-05-25T18:30:37.166Z,FALSE,automatic,0.515625,0.001,0.03,367,7.31,440,366,42,2.6,183,76.3,7.45,170,74,35,1.5,69,7.61,1920,1.36,18,93.75,,6.48,7.65,20,7,26,0.9,1.29,4,5/25/2022,0,0,,,,,,,,
6291c7cee9110c0011c6553c,2022-05-27T18:30:41.036Z,FALSE,automatic,0.48828125,0.001,0.03,293,7.33,400,290,42,2.3,170,85.9,7.42,170,86,36,1.6,70,7.69,1630,1.24,15,92.02453988,,8.4,7.63,20,9,24,0.5,1.16,5,5/26/2022,0,0,,,,,,,,
6291c869e9110c0011c655b0,2022-05-27T18:30:41.036Z,FALSE,automatic,0.48,0.001,0.03,318,7.4,430,320,40,2.5,180,90.1,7.36,190,92,30,1.3,80,7.6,1640,0.96,18,109.7560976,,7.34,7.64,20,8,26,0.5,0.87,5,5/27/2022,0,0,,,,,,,,
6294560f35fa5f00125915ef,2022-05-29T18:30:40.921Z,FALSE,automatic,0.482421875,0.001,0.03,212,7.39,370,214,40,2.6,165,103,7.24,190,102,39,1.8,74,7.57,1320,1.96,15,113.6363636,,8.97,7.71,20,9,30,0.5,1.63,5,5/28/2022,0,0,,,,,,,,
6294566635fa5f0012591630,2022-05-29T18:30:40.921Z,FALSE,automatic,0.498046875,0.001,0.03,306,7.36,430,304,42,1.9,180,97.5,7.42,180,98,36,1.6,80,7.6,1530,1.56,14,91.50326797,,7.98,7.64,20,8,38,0.7,1.43,5,5/29/2022,0,0,,,,,,,,
6295a8c3d7d3a500116e1407,2022-05-30T18:30:37.374Z,FALSE,automatic,0.51,0.001,0.03,243,7.4,360,244,40,2.2,146,73.12,7.38,180,74,34,1.6,76,7.54,1130,1.5,12,106.1946903,,9.56,7.68,20,10,26,0.5,1.45,5,5/30/2022,0.377124247,0,,,,,,,,
6296f7e03d26b800129ea255,2022-05-31T18:30:39.261Z,FALSE,automatic,0.5,0.001,0.03,328,7.49,430,328,42,2.2,175,87.4,7.32,210,90,37,1.5,87,7.6,1460,1.62,16,109.5890411,10:53,9.4,7.69,20,10,31,0.4,1.53,5,5/31/2022,0,0,,,,,,,,
6299b1e874f15a0012c0bdad,2022-06-02T18:30:37.989Z,FALSE,automatic,0.5,0.001,0.03,233,7.38,380,234,40,2.4,158,77.68,7.44,190,78,32,1.3,72,7.54,1210,1.53,14,115.7024793,,8.46,7.69,20,9,28,0.3,1.49,5,6/1/2022,0,0,,,,,,,,
6299b2f374f15a0012c0bdee,2022-06-02T18:30:37.989Z,FALSE,automatic,0.51171875,0.001,0.03,249,7.24,410,248,42,2.3,165,86.4,7.32,170,88,36,1.7,69,7.61,1840,1.46,18,97.82608696,,7.9,7.63,20,8,30,0.3,1.39,5,6/2/2022,0,0,,,,,,,,
629b0c53427b1700127fa658,2022-06-03T18:30:37.35Z,FALSE,automatic,0.52,0.001,0.03,250,7.52,400,254,42,2.8,163,91.46,7.42,190,92,36,1.6,76,7.62,2120,1.72,22,103.7735849,,8.1,7.82,20,10,32,0.9,1.64,5,6/3/2022,0,0,,,,,,,,
629c3ea31e9e3900112cd48a,2022-06-04T18:30:40.324Z,FALSE,automatic,0.52,0.001,0.03,249,7.52,400,248,42,2.1,165,110,7.35,190,108,37,1.7,77,7.6,1780,1.64,18,101.1235955,,8.4,7.85,20,9,30,0.6,1.54,4,6/4/2022,0,0,,,,,,,,
629d8cf073f3e50012d1de32,2022-06-05T18:30:41.234Z,FALSE,automatic,0.578125,0.001,0.03,250,7.69,400,252,44,2.2,167,99.8,7.46,190,98,34,1.6,75,7.52,1690,1.49,16,94.67455621,,7.95,7.68,20,8,28,0.8,1.58,4,6/5/2022,0,0,,,,,,,,
62a0516f1631f7001206af7d,2022-06-07T18:30:39.86Z,FALSE,automatic,0.435546875,0.001,0.03,260,7.42,400,262,44,2.9,160,81.3,7.54,200,84,38,2.3,78,7.64,1500,0.53,13,86.66666667,,8.4,7.83,20,9,30,0.6,0.43,5,6/6/2022,0,0,,,,,,,,
62a0516f1631f7001206af80,2022-06-07T18:30:39.86Z,TRUE,automatic,0.435546875,0.001,0.03,260,7.42,400,262,44,2.9,,81.3,7.54,200,84,38,2.3,,7.64,1500,0.53,13,86.66666667,,8.4,7.83,20,9,30,0.6,0.43,,6/6/2022,0,0,,,,,,,,
62a053191631f7001206b05e,2022-06-07T18:30:39.86Z,FALSE,automatic,0.6796875,0.001,0.03,250,7.42,380,252,46,2.3,170,82.75,7.37,180,84,37,1.9,69,7.64,1680,1.67,18,107.1428571,,8.27,7.78,20,8,29,0.5,1.46,5,6/7/2022,0,0,,,,,,,,
62a07cf51631f7001206b10a,2022-06-07T18:30:39.86Z,FALSE,automatic,0.68,0.001,0.03,256,7.36,390,260,42,1.8,160,84.6,7.48,170,82,37,1.8,87,7.61,1690,1.87,19,112.4260355,,3.2,7.72,10,3,26,0.4,1.61,2,6/8/2022,0,0,,,,,,,,
62a427fb022044001179d1c5,2022-06-10T18:30:36.841Z,FALSE,automatic,0.67578125,0.001,0.03,258,7.44,370,258,43,2,160,75.58,7.4,180,76,37,1.8,80,7.67,1810,1.72,20,110.4972376,,6.27,7.75,20,6,30,0.4,1.59,5,6/9/2022,0,0,,,,,,,,
62a4711b022044001179d299,2022-06-10T18:30:36.841Z,FALSE,automatic,0.7,0.001,0.03,263,7.57,390,260,41,2.5,168,79.1,7.28,160,82,36,1.7,86,7.6,1260,1.67,13,103.1746032,,7.64,7.52,20,8,28,0.6,1.5,5,6/10/2022,0,17.16833137,,,,,,,,
62a6ba8d609d5b0011e6158d,2022-06-12T18:30:37.477Z,FALSE,automatic,0.7,0.001,0.03,215,7.46,430,216,40,2,173,71.68,7.4,180,72,32,1.5,87,7.54,2140,1.84,22,102.8037383,,7.46,7.67,20,8,28,0.5,1.69,5,6/11/2022,0,37.08681239,,,,,,,,
62a6bae1609d5b0011e615e2,2022-06-12T18:30:37.477Z,FALSE,automatic,0.431640625,0.001,0.03,224,7.49,320,226,36,2.2,145,77.61,7.48,160,78,30,1.9,77,7.6,1980,1.78,20,101.010101,,7.26,7.71,20,8,24,0.6,1.52,5,6/12/2022,0,15.95428877,,,,,,,,
62a837a5bfb38c001182bc95,2022-06-13T18:30:39.712Z,FALSE,automatic,0.8671875,0.001,0.03,310,7.52,420,312,43,2.6,190,84.72,7.42,200,86,37,1.9,94,7.64,2140,1.67,24,112.1495327,,7.69,7.78,20,8,30,0.6,1.49,6,6/13/2022,0,0,,,,,,,,
62a9b1eb69dcca0012b1c27d,2022-06-15T09:00:16.047Z,FALSE,automatic,0.76171875,0.001,0.03,393,7.42,410,392,44,1.9,175,84.45,7.45,170,90,35,1.6,89,7.61,2340,1.5,24,102.5641026,,13.1,7.65,30,14,32,0.7,1.38,7,6/14/2022,0,195.0507452,,,,,,,,
62ac0a49ef47870012d3535c,2022-06-16T18:30:36.726Z,FALSE,automatic,0.75390625,0.001,0.03,292,7.52,390,290,40,2.1,170,84,7.62,180,86,36,1.3,86,7.61,1420,1.56,14,98.5915493,,9.1,7.77,20,10,28,0.4,1.26,6,6/15/2022,0,0.288428799,,,,,,,,
62ad56609708ee0012e84bf2,2022-06-17T18:30:39.091Z,FALSE,automatic,0.65,0.001,0.03,314,7.5,420,316,39,2,167,76.49,7.52,170,76,30,1.2,75,7.68,1760,1.51,18,102.2727273,,9.86,7.68,20,10,28,0.6,1.36,4,6/16/2022,0.309344292,0,,,,,,,,
62ada3909708ee0012e84ccc,2022-06-17T18:30:39.091Z,FALSE,automatic,0.359375,0.001,0.03,301,7.48,410,302,41,3.3,178,72.45,7.4,170,72,37,2.9,75,7.59,1860,1.74,20,107.5268817,,8.96,7.74,20,9,30,0.7,1.53,4,6/17/2022,0.588985221,0,,,,,,,,
62b006b5c0648b00128fcf73,2022-06-19T18:30:38.03Z,FALSE,automatic,0.59,0.001,0.03,285,7.42,410,288,42,2.2,175,95.9,7.46,190,98,35,1.9,86,7.5,2040,1.72,21,102.9411765,,8.92,7.6,20,9,29,0.6,1.5,4,6/18/2022,0,62.83304963,,,,,,,,
62b00730c0648b00128fcfb4,2022-06-19T18:30:38.03Z,FALSE,automatic,0.58,0.001,0.03,294,7.52,400,296,40,2.6,161,95.2,7.42,180,96,33,1.9,74,7.54,1960,1.26,19,96.93877551,,7.28,7.66,20,8,26,0.8,1.49,4,6/19/2022,0.651041667,104.9371442,,,,,,,,
62b15bb7c28ed70011fbfe59,2022-06-20T18:30:36.693Z,TRUE,automatic,0.56,0.001,0.03,244,7.34,340,242,40,2.2,,80,7.47,180,82,36,1.6,,7.6,2280,1.29,16,70.1754386,,7.86,7.63,20,8,32,0.9,1.37,,6/20/2022,0,31.66040889,,,,,,,,
62b15d22c28ed70011fbff2f,2022-06-20T18:30:36.693Z,FALSE,automatic,0.54296875,0.001,0.03,244,7.34,340,242,40,2.2,153,80,7.47,180,82,36,1.6,81,7.6,2280,1.29,20,87.71929825,,7.86,7.63,20,8,32,0.9,1.37,4,6/20/2022,0,31.66040889,,,,,,,,
62b2aa17efea4e0011156e4e,2022-06-21T18:30:38.813Z,FALSE,automatic,0.56,0.001,0.03,246,7.4,370,244,40,2.9,177,76,7.16,170,78,38,2.3,79,7.5,1090,1.79,11,100.9174312,,8.4,7.66,20,9,30,0.5,1.92,5,6/21/2022,0,0,,,,,,,,
62b44b0c8748000012cca378,2022-06-22T18:30:38.78Z,FALSE,automatic,0.5703125,0.001,0.03,261,7.23,400,260,42,2.2,180,93,7.4,190,92,36,1.9,86,7.57,2700,1.66,26,96.2962963,,7.68,8,20,8,32,0.7,1.73,4,6/22/2022,0,15.81272502,,,,,,,,
62b6cd1d028432001216f66f,2022-06-24T18:30:39.914Z,FALSE,automatic,0.56,0.001,0.03,275,7.23,410,276,40,3.5,180,74.14,7.18,180,74,37,2.7,80,7.64,1420,1.45,16,112.6760563,,8.96,7.72,20,9,30,0.6,1.34,5,6/23/2022,0,68.48474984,,,,,,,,
62b93bdc108ad90011461c61,2022-06-26T18:30:38.801Z,FALSE,automatic,0.578125,0.001,0.03,234,7.38,370,232,40,3.2,165,91.1,7.27,190,92,38,2.4,86,7.49,2530,1.64,26,102.7667984,,7.9,7.68,20,9,30,0.5,1.42,5,6/24/2022,0,63.27620276,,,,,,,,
62b93c2d108ad90011461ca2,2022-06-26T18:30:38.801Z,FALSE,automatic,0.5859375,0.001,0.03,193,7.33,340,194,40,2,148,83.62,7.38,180,84,34,2.4,75,7.42,2880,1.6,28,97.22222222,,7.48,7.58,20,8,28,0.5,1.48,4,6/25/2022,0,63.27456157,,,,,,,,
62b93cc9108ad90011461cf9,2022-06-26T18:30:38.801Z,FALSE,automatic,0.61328125,0.001,0.03,207,7.42,360,210,40,2.2,165,89.92,7.45,190,90,32,2,92,7.48,3000,1.67,32,106.6666667,,8.75,7.65,20,9,26,0.4,1.5,5,6/26/2022,0,0.767021626,,,,,,,,
62ba8d41231ee90013d1f642,2022-06-27T18:30:36.644Z,FALSE,automatic,0.57421875,0.001,0.03,332,7.3,450,336,44,3.2,198,79.37,7.21,180,80,39,2.7,73,7.57,3560,1.72,36,101.1235955,,10.16,7.69,30,10,31,0.5,1.64,4,6/27/2022,0,31.9990958,,,,,,,,
