_id__$oid,last_updated__$date,is_deleted,custom_dosing_data__dosing_mode,custom_dosing_data__flow,custom_dosing_data__applied_dose,custom_dosing_data__applied_dose_outlet,raw_sewage__turbidity,raw_sewage__ph,raw_sewage__cod,raw_sewage__tss,raw_sewage__ammonia,raw_sewage__phosphate,raw_sewage__bod,pst_outlet__turbidity,pst_outlet__ph,pst_outlet__cod,pst_outlet__tss,pst_outlet__ammonia,pst_outlet__phosphate,pst_outlet__bod,at__ph,at__mlss,at__do,at__percent_settlement,at__svi,fst__time,fst__turbidity,fst__ph,fst__cod,fst__tss,fst__ammonia,fst__phosphate,fst__do,fst__bod,date,inlet_dosing,outlet_dosing,,,,,,,,
61d3e82af916bd00121c7a6e,2022-01-04T05:25:51.298Z,FALSE,automatic,0.68,0.001,0.03,213,7.39,330,214,40,2,132,96.7,7.35,180,94,36,1,78,7.63,1280,1.96,12,93.75,,6.7,7.78,10,7,22,0.5,1.89,3,1/1/2022,0,64.35993616,,,,,,,,
61d3e932f916bd00121c7abb,2022-01-04T05:25:51.298Z,FALSE,automatic,0.62,0.001,0.03,230,7.37,320,232,43,1.9,135,74.6,7.4,160,75,35,0.7,70,7.68,1310,2.1,14,106.870229,,5.78,7.8,10,6,18,0.9,1.85,2,1/2/2022,0,74.76757695,,,,,,,,
61d8015240aceb00117e603d,2022-01-06T18:30:39.643Z,FALSE,automatic,0.62,0.001,0.03,241,7.51,320,242,40,1.8,135,83.1,7.33,160,82,36,1,75,7.65,2240,2.25,20,89.28571429,,5.62,7.72,10,6,17,0.4,1.97,3,1/3/2022,0,42.98288925,,,,,,,,
61d801ed40aceb00117e60bc,2022-01-06T18:30:39.643Z,FALSE,automatic,0.59,0.001,0.03,235,7.42,310,236,43,2.6,140,108,7.52,190,110,28,1,90,7.62,1720,1.85,18,104.6511628,,5.28,7.76,10,3,20,0.5,1.95,3,1/4/2022,0.325520833,37.46489273,,,,,,,,
61d8028340aceb00117e6176,2022-01-06T18:30:39.643Z,FALSE,automatic,0.5390625,0.001,0.03,230,7.35,360,234,44,2.2,155,95.1,7.4,180,96,37,1.6,85,7.72,1430,1.81,18,125.8741259,,6.59,7.85,20,7,18,1.2,1.7,4,1/5/2022,0,69.50155494,,,,,,,,
61d803a440aceb00117e6289,2022-01-06T18:30:39.643Z,FALSE,automatic,0.65234375,0.001,0.03,225,7.54,350,226,39,2.2,140,98.6,7.34,170,96,32,1.6,87,7.69,1550,1.76,16,103.2258065,,7.58,7.7,20,8,19,1,1.68,5,1/6/2022,0.325520833,64.27964819,,,,,,,,
61dcf49a9537ad0012d3f707,2022-01-10T23:38:55.635Z,FALSE,automatic,0.6484375,0.001,0.03,237,7.47,330,234,43,2.1,140,85.4,7.52,170,86,38,1.1,80,7.5,1080,2.16,10,92.59259259,,5.37,7.49,20,5,35,0.5,1.93,4,1/7/2022,0,69.37865115,,,,,,,,
61dcf5809537ad0012d3f771,2022-01-10T23:38:55.635Z,FALSE,automatic,0.72265625,0.001,0.03,370,7.45,330,374,15,0.8,155,80,7.37,160,82,28,1.2,75,7.68,2400,2.69,20,83.33333333,,9.67,7.67,30,10,26,0.8,1.99,6,1/8/2022,0,69.32772163,,,,,,,,
61dcf63f9537ad0012d3f7b2,2022-01-10T23:38:55.635Z,FALSE,automatic,0.86,0.001,0.03,287,7.37,330,288,27,1.1,145,85,7.4,160,86,29,0.8,80,7.63,1720,2.75,18,104.6511628,,7.69,7.8,20,8,24,0.9,2.1,5,1/9/2022,0.325520833,17.13187396,,,,,,,,
61dcf6e29537ad0012d3f810,2022-01-10T23:38:55.635Z,FALSE,automatic,0.82,0.001,0.03,250,7.41,320,252,39,1.6,140,78,7.37,170,80,33,1.1,77,7.68,1560,2.1,16,102.5641026,,5.68,7.81,10,4,22,0.6,1.79,3,1/10/2022,0.651041667,43.35375837,,,,,,,,
61dfbcabb6b07a00129ff8fb,2022-01-12T18:30:39.175Z,FALSE,automatic,0.68,0.001,0.03,273,7.48,370,274,42,2,155,112,7.51,190,110,28,1.4,85,7.64,2970,1.58,18,60.60606061,,7.48,7.69,20,8,23,0.5,1.42,5,1/12/2022,0,64.28484734,,,,,,,,
61e137865484940014fa196b,2022-01-13T18:30:38.027Z,FALSE,automatic,0.56640625,0.001,0.03,243,7.47,350,244,34,2.1,145,95.23,7.4,180,96,24,1.1,90,7.6,1880,1.79,20,106.3829787,,5.62,7.6,20,6,20,0.6,1.61,5,1/13/2022,0.651041667,53.92687917,,,,,,,,
61e28819bb0aac00126e345d,2022-01-14T18:30:37.739Z,FALSE,automatic,0.4921875,0.001,0.03,323,7.38,400,324,37,2,165,105,7.52,170,106,26,1,95,7.68,1720,1.85,24,139.5348837,,7.59,7.7,20,7,22,0.4,1.57,4,1/14/2022,0.320595764,27.65778766,,,,,,,,
61e4f86e441dd300121025ba,2022-01-16T18:30:39.503Z,FALSE,automatic,0.6484375,0.001,0.03,242,7.4,340,244,43,1.9,151,77,7.38,160,78,37,1.5,67,7.75,2010,1.95,21,104.4776119,,5.78,7.82,20,6,18,0.7,1.7,4,1/15/2022,0,53.78449774,,,,,,,,
61e4f8e3441dd300121025fb,2022-01-16T18:30:39.503Z,FALSE,automatic,0.380859375,0.001,0.03,245,7.39,350,248,41,1.8,160,81,7.46,170,85,30,1.4,82,7.85,1700,2.16,18,105.8823529,,3.92,7.89,10,4,15,0.9,1.97,3,1/16/2022,0,79.83987704,,,,,,,,
61e7c06ba9ff78001267bb72,2022-01-18T18:30:38.81Z,FALSE,automatic,0.5546875,0.001,0.03,235,7.42,350,236,39,2.1,148,73.6,7.47,160,72,30,1.4,70,7.6,970,2,11,113.4020619,,5.64,7.89,10,6,26,1,1.91,3,1/17/2022,0,74.66100937,,,,,,,,
61ea871d0d43d4001270bbfa,2022-01-20T18:30:40.241Z,FALSE,automatic,0.609375,0.001,0.03,176,7.49,270,174,32,1.9,120,89.6,7.58,210,88,29,0.9,80,7.55,1910,2.22,20,104.7120419,,5.84,7.56,10,6,22,0.3,1.86,3,1/18/2022,0,68.32370862,,,,,,,,
61ea87c30d43d4001270bc64,2022-01-20T18:30:40.241Z,FALSE,automatic,0.734375,0.001,0.03,241,7.54,360,242,34,2,155,98.2,7.4,200,96,26,0.7,85,7.42,1580,2.1,16,101.2658228,,5.87,7.51,10,6,20,0.3,1.72,3,1/19/2022,0,90.29297905,,,,,,,,
61ea883c0d43d4001270bcab,2022-01-20T18:30:40.241Z,FALSE,automatic,0.5390625,0.001,0.03,232,7.36,340,236,36,1.6,145,97.5,7.32,160,96,27,1,88,7.46,1870,2.2,18,96.25668449,,6.87,7.64,20,7,22,0.4,1.9,4,1/20/2022,0,69.38794551,,,,,,,,
61ee574aa23be30012b506ef,2022-01-23T18:30:40.927Z,FALSE,automatic,0.5703125,0.001,0.03,283,7.26,340,288,36,1.4,145,73.6,7.31,180,74,29,0.9,70,7.43,1610,1.9,22,136.6459627,,7.6,7.6,20,8,21,0,1.77,5,1/21/2022,0,48.55944736,,,,,,,,
61ee584da23be30012b50759,2022-01-23T18:30:40.927Z,FALSE,automatic,0.421875,0.001,0.03,271,7.4,350,272,34,1.4,152,76.05,7.35,160,76,30,0.8,66,7.66,1700,1.92,18,105.8823529,,6.72,7.62,20,7,24,0.5,1.75,4,1/22/2022,0,74.51771402,,,,,,,,
61ee593ca23be30012b507af,2022-01-23T18:30:40.927Z,FALSE,automatic,0.46,0.001,0.03,252,7.37,330,254,32,1.1,140,68,7.33,150,70,27,1,65,7.68,1520,2.56,16,105.2631579,,5.78,7.85,10,6,17,0.9,2.1,3,1/23/2022,0,64.05452969,,,,,,,,
61f22408d3375900124cbaa7,2022-01-26T18:30:39.892Z,FALSE,automatic,0.404296875,0.001,0.03,237,7.45,320,238,32,1,137,72.4,7.54,160,70,24,0.7,66,7.6,1990,2.46,16,80.40201005,,4.54,7.72,10,5,22,0.4,2.2,3,1/24/2022,0.325520833,53.42907203,,,,,,,,
61f22556d3375900124cbb0c,2022-01-26T18:30:39.892Z,FALSE,automatic,0.59,0.001,0.03,233,7.48,340,234,35,1.5,145,70,7.54,140,68,26,0.9,65,7.68,1480,2,15,101.3513514,,5.27,7.63,20,6,18,0.5,1.68,3,1/26/2022,0,0,,,,,,,,
61fa321a5b9d630011630317,2022-02-01T18:30:41.11Z,FALSE,automatic,0.40234375,0.001,0.03,189,7.41,300,192,34,1.6,128,101,7.37,170,80,30,1.8,70,7.59,1120,1.96,14,125,,21.53,7.73,10,6,20,0,1.72,3,1/29/2022,0,63.7647913,,,,,,,,
61fa39b25b9d6300116303f9,2022-02-01T18:30:41.11Z,FALSE,automatic,0.36328125,0.001,0.03,229,7.49,330,230,36,1.8,140,73.8,7.34,150,74,27,0.8,65,7.59,1480,1.7,14,94.59459459,,4.28,7.68,10,5,18,0.3,1.64,3,1/30/2022,0,79.48198234,,,,,,,,
61fccbd841fc7d0011c96079,2022-02-03T18:30:40.618Z,FALSE,automatic,0.61,0.001,0.03,234,7.41,370,236,35,1.7,150,83.89,7.24,170,86,30,1.1,80,7.49,1120,1.96,14,125,,5.97,7.74,10,3,23,0.6,1.74,3,1/31/2022,0,69.07433954,,,,,,,,
61fccc7f41fc7d0011c960c9,2022-02-03T18:30:40.618Z,FALSE,automatic,0.515625,0.001,0.03,217,7.46,370,218,35,1.8,148,94.6,7.29,180,92,28,1.2,85,7.63,950,1.83,10,105.2631579,,6.76,7.75,20,7,24,0.5,1.62,3,2/1/2022,0,74.10935668,,,,,,,,
61fccd0e41fc7d0011c96113,2022-02-03T18:30:40.618Z,FALSE,automatic,0.5390625,0.001,0.03,289,7.37,410,290,35,1.7,170,79.2,7.24,160,78,29,1.2,70,7.65,1820,1.86,18,98.9010989,,4.92,7.73,10,5,25,0.4,1.67,2,2/2/2022,0,84.77788676,,,,,,,,
61fccd8b41fc7d0011c9615a,2022-02-03T18:30:40.618Z,FALSE,automatic,0.54,0.001,0.03,239,7.42,370,240,32,1.6,155,92,7.46,170,88,24,0.7,80,7.64,1720,1.8,16,93.02325581,,6.46,7.65,10,7,18,0.4,1.69,3,2/3/2022,0,74.32907644,,,,,,,,
620353bb43ff9800113703dc,2022-02-08T18:30:38.415Z,FALSE,automatic,0.3671875,0.001,0.03,241,7.52,370,242,33,1.8,156,83.71,7.45,160,84,26,0.5,71,7.52,2450,1.71,26,106.122449,,7.54,7.62,20,8,20,0.4,1.62,4,2/4/2022,0.147840873,74.33898998,,,,,,,,
6203550943ff980011370446,2022-02-08T18:30:38.415Z,FALSE,automatic,0.42,0.001,0.03,261,7.45,390,262,36,1,165,82.03,7.55,170,82,21,0.7,75,7.64,1750,1.8,19,108.5714286,,6.54,7.72,20,7,20,0.5,1.65,5,2/5/2022,1413.058198,64.02755339,,,,,,,,
6203560d43ff9800113704de,2022-02-08T18:30:38.415Z,FALSE,automatic,0.40625,0.001,0.03,269,7.52,390,270,35,1.5,160,75.89,7.39,150,76,22,0.6,75,7.59,1600,1.76,17,106.25,,5.38,7.64,10,6,19,0.5,1.68,3,2/6/2022,0,69.1031793,,,,,,,,
6203576443ff980011370585,2022-02-08T18:30:38.415Z,FALSE,automatic,0.42,0.001,0.03,283,7.49,410,284,36,1,170,89.37,7.53,180,90,23,0.5,85,7.59,2230,2.16,26,116.5919283,,7.68,7.62,20,8,28,0.4,1.96,4,2/7/2022,0,44.05516779,,,,,,,,
6203594a43ff980011370642,2022-02-08T18:30:38.415Z,FALSE,automatic,0.4,0.001,0.03,272,7.42,410,270,35,1.8,165,72.46,7.18,170,78,27,1.3,70,7.64,1860,1.96,22,118.2795699,,6.24,7.69,20,7,22,0.7,1.83,4,2/8/2022,0,75.16494094,,,,,,,,
6205f812e42a380011274456,2022-02-10T18:30:39.426Z,FALSE,automatic,0.52,0.001,0.03,261,7.37,420,262,36,1.6,170,85.63,7.4,170,86,32,1.1,70,7.56,2970,1.8,31,104.3771044,,9.46,7.67,20,10,28,0.5,1.52,4,2/9/2022,0,43.28483572,,,,,,,,
6209e8272869b300114b2691,2022-02-13T18:30:40.844Z,FALSE,automatic,0.48,0.001,0.03,263,7.38,350,264,36,1.7,160,89.17,7.52,170,90,28,1,80,7.58,3280,1.68,34,103.6585366,,11.36,7.69,20,12,22,0.7,1.54,5,2/10/2022,0,63.83549308,,,,,,,,
6209f0dc2869b300114b26fb,2022-02-13T18:30:40.844Z,FALSE,automatic,0.42,0.001,0.03,255,7.48,430,258,32,1.6,170,87.96,7.37,180,90,90,0.9,70,7.59,2140,1.67,22,102.8037383,,13.26,7.74,30,13,22,0.7,1.46,8,2/11/2022,0,69.04655215,,,,,,,,
6209f1842869b300114b273c,2022-02-13T18:30:40.844Z,FALSE,automatic,0.52,0.001,0.03,291,7.44,430,288,37,2.1,175,93.24,7.32,190,94,34,1.4,80,7.55,2150,1.74,24,111.627907,,11.92,7.69,30,12,24,0.7,1.62,6,2/12/2022,0,79.40861344,,,,,,,,
6209f2292869b300114b277d,2022-02-13T18:30:40.844Z,FALSE,automatic,0.5625,0.001,0.03,316,7.38,460,318,42,2,177,89.12,7.36,180,90,32,1.2,73,7.68,1980,1.83,20,101.010101,,10.67,7.79,20,11,21,0.9,1.7,6,2/13/2022,0,79.43051754,,,,,,,,
620b5f54a9e170001335329f,2022-02-14T18:30:37.816Z,FALSE,automatic,0.42,0.001,0.03,240,7.42,380,242,42,1.4,162,85.89,7.36,180,88,30,1,88,7.5,1960,1.8,22,112.244898,,11.67,7.64,30,12,28,0.7,1.67,6,2/14/2022,0,74.23423071,,,,,,,,
620dea2ed4385b001249361e,2022-02-16T18:30:36.304Z,FALSE,automatic,0.41015625,0.001,0.03,217,7.44,390,218,36,1,169,80,7.4,200,82,32,0.9,81,7.57,1020,1.41,10,98.03921569,,12.1,7.65,30,13,24,0.7,1.28,8,2/15/2022,0,53.19879933,,,,,,,,
620deae1d4385b001249365f,2022-02-16T18:30:36.304Z,FALSE,automatic,0.3828125,0.001,0.03,233,7.54,420,234,34,1.2,168,87.3,7.38,180,86,28,0.7,75,7.48,1900,1.68,14,73.68421053,,7.38,7.62,20,8,21,0.5,1.52,5,2/16/2022,0,69.0508078,,,,,,,,
6213485c9ed288001164caca,2022-02-20T18:41:17.564Z,FALSE,automatic,0.451171875,0.001,0.03,318,7.56,430,320,40,1.8,175,90,7.62,85,92,35,1.5,85,7.68,1760,1.87,16,90.90909091,,11.2,7.52,30,12,22,0.5,1.63,6,2/17/2022,0,76.79227261,,,,,,,,
62134b219ed288001164cb64,2022-02-20T18:41:17.564Z,FALSE,automatic,0.5625,0.001,0.03,211,7.4,390,212,38,1.4,152,78.07,7.38,170,78,24,0.5,62,7.58,1740,1.56,19,109.1954023,,7.46,7.63,20,8,21,0.3,1.49,5,2/18/2022,0,74.15867226,,,,,,,,
62134c179ed288001164cbdd,2022-02-20T18:41:17.564Z,FALSE,automatic,0.44921875,0.001,0.03,293,7.44,410,294,40,1.6,165,83,7.36,170,84,23,0.7,80,7.56,1810,1.6,22,121.5469613,,6.9,7.64,20,7,20,0.4,1.56,4,2/19/2022,0,68.91921408,,,,,,,,
62171f31e20763001153e927,2022-02-23T18:30:40.718Z,FALSE,automatic,0.419921875,0.001,0.03,289,7.39,400,290,42,2.2,162,85,7.48,180,86,24,0.4,85,7.53,1630,1.47,16,98.1595092,,7.8,7.66,10,9,20,0,1.4,3,2/20/2022,0,63.65262955,,,,,,,,
62171fd2e20763001153e968,2022-02-23T18:30:40.718Z,FALSE,automatic,0.4921875,0.001,0.03,239,7.45,400,240,42,1.2,160,91,7.5,170,91,26,0.5,80,7.54,2720,1.38,30,110.2941176,,7.54,7.65,10,8,23,0.3,1.46,3,2/21/2022,0,65.05300588,,,,,,,,
621720a6e20763001153e9a9,2022-02-23T18:30:40.718Z,FALSE,automatic,0.5,0.001,0.03,241,7.42,400,242,40,1.6,165,85.3,7.53,180,84,24,0.4,75,7.64,1680,1.43,18,107.1428571,,6.67,7.71,10,7,20,0.3,1.38,4,2/22/2022,0,71.5997463,,,,,,,,
62172c0ce20763001153eadb,2022-02-23T18:30:40.718Z,FALSE,automatic,0.48828125,0.001,0.03,225,7.4,370,226,40,1.8,150,97.6,7.46,190,98,34,1.1,90,7.57,1340,1.78,22,164.1791045,,7.68,7.67,10,8,22,0.4,1.59,4,2/23/2022,0,75.54404344,,,,,,,,
6219c9b21508570011c15fb7,2022-02-25T18:30:37.819Z,FALSE,automatic,0.53125,0.001,0.03,259,7.36,380,260,39,2.1,155,91.11,7.32,180,90,35,1.6,80,7.54,2240,1.79,28,125,,4.56,7.67,10,5,20,0.6,1.66,3,2/24/2022,0,41.66319554,,,,,,,,
622f099953158f0012d9a014,2022-03-13T18:30:37.019Z,FALSE,automatic,0.58,0.001,0.03,289,7.47,430,290,37,2.3,175,86.2,7.32,180,85,32,1.6,80,7.45,2490,1.64,26,104.4176707,,15.6,7.63,30,16,29,0.5,1.43,7,3/2/2022,0,0,,,,,,,,
622f0c4b53158f0012d9a156,2022-03-13T18:30:37.019Z,FALSE,automatic,59,0.001,0.03,329,7.48,430,330,34,1.6,180,71.3,7.66,170,70,26,1.5,65,7.68,430,1.68,5,116.2790698,,9.72,7.72,30,10,24,0.6,1.58,6,3/3/2022,0,79.56204956,,,,,,,,
622f0df653158f0012d9a2b1,2022-03-13T18:30:37.019Z,FALSE,automatic,0.62,0.001,0.03,313,7.4,420,314,42,1.4,175,83.1,7.38,170,84,30,0.5,80,7.52,1700,1.7,16,94.11764706,,7.68,7.69,20,8,26,0.3,1.62,4,3/4/2022,0,84.67492794,,,,,,,,
622f107053158f0012d9a333,2022-03-13T18:30:37.019Z,FALSE,automatic,0.52,0.001,0.03,331,7.42,410,332,42,1.9,173,67.2,7.38,150,66,34,1.3,70,7.49,2140,1.73,22,102.8037383,,7.64,7.65,20,8,25,0.6,1.58,4,3/5/2022,0,74.2835002,,,,,,,,
623030271e715a0012d76fe0,2022-03-14T18:30:39.549Z,FALSE,automatic,0.53,0.001,0.03,295,7.54,400,296,42,1.5,153,73.6,7.48,160,74,28,0.5,60,7.59,2210,1.59,22,99.54751131,,6.54,7.68,10,7,24,0.3,1.46,3,3/6/2022,0.08919878,74.33015395,,,,,,,,
623030bc1e715a0012d7706c,2022-03-14T18:30:39.549Z,FALSE,automatic,0.61,0.001,0.03,363,7.42,430,364,42,1.4,178,101.6,7.51,190,102,32,0.6,90,7.63,2260,1.56,24,106.1946903,,8.9,7.74,20,9,22,0.5,1.4,4,3/7/2022,0.603844376,58.71828702,,,,,,,,
6230315c1e715a0012d770d6,2022-03-14T18:30:39.549Z,FALSE,automatic,0.58,0.001,0.03,296,7.4,450,302,40,2.1,180,89.2,7.56,190,90,30,1.5,80,7.64,1860,1.56,26,139.7849462,,6.45,7.6,20,7,22,0,1.46,4,3/8/2022,0.002341552,58.66468038,,,,,,,,
623032001e715a0012d77140,2022-03-14T18:30:39.549Z,FALSE,automatic,0.49,0.001,0.03,403,7.21,510,404,36,2.9,210,80.1,7.34,160,78,28,0.6,75,7.49,4030,1.54,38,94.29280397,,7.41,7.68,20,6,24,0.3,1.47,3,3/9/2022,0,10.61446392,,,,,,,,
623032a11e715a0012d771cc,2022-03-14T18:30:39.549Z,FALSE,automatic,0.52,0.001,0.03,293,7.48,410,294,40,1.5,165,109,7.62,220,108,26,0.5,90,7.62,2890,1.38,30,103.8062284,,7.36,7.69,20,6,23,0.4,1.34,3,3/10/2022,0,0,,,,,,,,
623033ce1e715a0012d77245,2022-03-14T18:30:39.549Z,FALSE,automatic,0.61,0.001,0.03,307,7.38,440,308,38,1.8,173,116.7,7.51,230,114,27,0.7,90,7.69,2830,1.59,28,98.93992933,,6.54,7.74,20,5,23,0.5,1.48,3,3/11/2022,0,0,,,,,,,,
6230389c1e715a0012d77306,2022-03-14T18:30:39.549Z,FALSE,automatic,0.435546875,0.001,0.03,157,7.27,450,310,32,2.9,170,103.5,7.38,170,104,26,1.4,80,7.41,2610,1.47,27,103.4482759,,4.22,7.68,10,4,24,0.6,1.31,3,3/12/2022,0,0,,,,,,,,
62303ade1e715a0012d773ad,2022-03-14T18:30:39.549Z,FALSE,automatic,0.52734375,0.001,0.03,276,7.38,450,274,42,2.9,180,110,7.38,160,108,32,1.7,85,7.46,2120,1.38,23,108.490566,,5.3,7.7,20,7,28,0.7,1.13,4,3/13/2022,0,0,,,,,,,,
6231a0c88fecf8001171ba67,2022-03-15T18:30:36.988Z,FALSE,automatic,0.4140625,0.001,0.03,283,7.56,540,470,40,3,220,74,7.25,170,72,38,1.7,68,7.48,3160,1.53,28,88.60759494,,2.61,7.82,10,4,24,0.5,1.36,3,3/14/2022,0,0,,,,,,,,
6232d750a03e9000128ffe8f,2022-03-16T18:30:35.785Z,FALSE,automatic,0.421875,0.001,0.03,274,7.27,510,404,42,2.8,210,182,7.49,200,112,37,2,85,7.52,3560,1.7,34,95.50561798,,3.17,7.68,10,4,30,0.4,1.62,3,3/15/2022,0,0,,,,,,,,
623587d3c4d96b00119c09ac,2022-03-18T18:30:37.563Z,FALSE,automatic,0.515625,0.001,0.03,301,7.26,500,274,48,3.4,205,55,7.39,150,58,40,0.3,60,7.52,3360,1.68,30,89.28571429,,7.63,7.84,20,8,29,0.4,1.48,4,3/16/2022,0,0,,,,,,,,
62380dd785da08001240ce81,2022-03-20T18:30:36.431Z,FALSE,automatic,0.43359375,0.001,0.03,364,7.14,530,396,44,3.5,215,71,7.31,150,72,36,1.4,65,7.5,4370,1.68,36,82.3798627,,4.11,8,20,7,29,0.8,1.76,4,3/17/2022,0,0,,,,,,,,
6238604e85da08001240cf1d,2022-03-20T18:30:36.431Z,FALSE,automatic,0.39453125,0.001,0.03,389,7.39,540,390,40,2.4,210,68,7.54,540,70,34,0.7,60,7.62,4300,1.88,46,106.9767442,,7.54,7.68,20,8,24,0.6,1.72,5,3/18/2022,0,0,,,,,,,,
6239566b558bd9001298a40e,2022-03-21T18:30:36.97Z,FALSE,automatic,0.388671875,0.001,0.03,379,7.16,520,380,40,2.4,215,68.9,7.41,140,70,33,1.7,65,7.35,4600,2,44,95.65217391,,6.95,7.5,20,7,32,0.6,1.55,4,3/19/2022,0.602352256,0,,,,,,,,
623958fe558bd9001298a69d,2022-03-21T18:30:36.97Z,FALSE,automatic,0.51953125,0.001,0.03,346,7.44,490,348,42,2.8,200,80.2,7.58,180,79,32,0.9,75,7.62,4670,1.6,40,85.65310493,,5.99,7.69,10,6,20,0.7,1.53,3,3/20/2022,0,0,,,,,,,,
623ad99273faeb001261b283,2022-03-22T18:30:37.396Z,FALSE,Automatic,0.50390625,0.001,0.03,173,7.18,450,310,42,2.4,180,67.4,7.33,170,66,26,0.6,65,7.44,4420,1.5,34,76.92307692,,2.6,7.52,20,8,20,0.4,1.46,4,3/21/2022,0,0,,,,,,,,
623c0af3b4c55700113c88d5,2022-03-23T18:30:36.449Z,FALSE,automatic,0.48,0.001,0.03,238,7.42,380,240,40,2.2,155,60.7,7.48,140,65,35,0.4,60,7.59,3990,1.53,42,105.2631579,,7.28,7.64,20,8,23,0.3,1.47,4,3/22/2022,0.65080219,0,,,,,,,,
623c0af3b4c55700113c88d7,2022-03-23T18:30:36.449Z,FALSE,automatic,0.48,0.001,0.03,238,7.42,380,240,40,2.2,155,60.7,7.48,140,65,35,0.4,60,7.59,3990,1.53,42,105.2631579,,7.28,7.64,20,8,23,0.3,1.47,4,3/22/2022,0.65080219,0,,,,,,,,
623d5558b4def2001126da8e,2022-03-24T18:30:39.421Z,FALSE,automatic,0.47,0.001,0.03,248,7.41,400,250,40,2.3,180,78.9,7.34,180,80,33,1.3,65,7.5,3450,1.43,31,89.85507246,,6.99,7.64,20,7,24,0,1.36,4,3/23/2022,0.000227247,0,,,,,,,,
62415008ebd9770012ae4c00,2022-03-27T22:37:12.345Z,FALSE,automatic,0.48,0.001,0.03,294,7.23,390,266,41,2,165,75.99,7.45,170,76,30,1,79,7.5,1610,1.55,32,198.757764,,4.91,7.65,20,8,22,0,1.48,5,3/24/2022,0,0,,,,,,,,
624150a1ebd9770012ae4c8c,2022-03-27T22:37:12.345Z,FALSE,automatic,0.46,0.001,0.03,351,7.38,480,352,38,1.2,175,83,7.54,170,84,28,0.7,63,7.63,2150,1.76,23,106.9767442,,6.27,7.66,20,7,23,0.3,1.54,5,3/25/2022,0,0,,,,,,,,
624151b2ebd9770012ae4d9c,2022-03-27T22:37:12.345Z,FALSE,automatic,0.48,0.001,0.03,265,7.4,390,266,40,2,173,70.6,7.48,160,72,30,0.9,80,7.55,2120,1.79,22,103.7735849,,7.69,7.69,10,8,25,0,1.62,3,3/26/2022,0,0,,,,,,,,
62415295ebd9770012ae4e56,2022-03-27T22:37:12.345Z,FALSE,automatic,0.49,0.001,0.03,259,7.5,420,260,42,2,157,73.68,7.52,180,75,36,1.2,93,7.48,2180,1.75,24,110.0917431,,6.95,7.65,10,7,25,0,1.7,3,3/27/2022,0.660469542,0,,,,,,,,
6243f6720cd9c7001129bc33,2022-03-29T18:30:37.497Z,FALSE,automatic,0.48,0.001,0.03,222,7.35,360,224,40,2.8,175,70.56,7.4,170,78,38,2,86,7.61,2240,1.61,26,116.0714286,,7.8,7.38,20,8,30,0.4,1.58,4,3/28/2022,0,0,,,,,,,,
6244276c0cd9c7001129bf5e,2022-03-29T18:30:37.497Z,FALSE,automatic,0.33,0.001,0.03,268,7.31,380,244,40,2,170,71.68,7.45,170,72,30,0.7,81,7.56,2430,1.2,22,90.53497942,,4.21,7.65,10,6,28,0.8,1.26,3,3/29/2022,0,0,,,,,,,,
6246bf57086a5c00126f2196,2022-03-31T18:30:36.551Z,FALSE,automatic,0.45,0.001,0.03,246,7.46,350,248,38,2.8,162,74.5,7.36,160,76,35,1.3,76,7.28,2430,1.61,28,115.2263374,,6.9,7.32,20,7,22,0.4,1.22,4,3/30/2022,0,0,,,,,,,,
6246c03e086a5c00126f21de,2022-03-31T18:30:36.551Z,FALSE,automatic,0.4453125,0.001,0.03,258,7.27,370,260,40,2.3,167,82.1,7.26,170,85,35,1.3,65,7.5,1810,1.3,16,88.39779006,,9.18,7.64,20,10,26,0.6,1.2,5.4,3/31/2022,0,0,,,,,,,,
62481f52827b210011553182,2022-04-01T18:30:36.538Z,FALSE,automatic,0.4453125,0.001,0.03,333,7.31,430,334,41,1.9,170,75.4,7.36,160,76,30,0.5,75,7.4,3240,1.37,34,104.9382716,,8.16,7.64,20,9,28,0.7,1.2,6,4/1/2022,0,0,,,,,,,,
62496aaa3ce66a00114836f1,2022-04-02T18:30:37.259Z,FALSE,automatic,0.46,0.001,0.03,267,7.54,360,268,44,2,145,70.2,7.38,170,80,28,0.7,67,7.68,3260,1.68,33,101.2269939,,7.54,7.63,20,8,24,0.3,1.54,5,4/3/2022,0,0,,,,,,,,
624d59fcfa892d0011a71b72,2022-04-05T18:30:37.728Z,FALSE,automatic,0.49,0.001,0.03,339,7.33,430,340,42,2.4,170,85.8,7.51,160,86,30,0.6,60,7.62,3420,1.42,32,93.56725146,,9.1,7.7,20,10,28,0.4,1.48,5,4/4/2022,0.601426819,0,,,,,,,,
624d5bf9f800680012e76d5d,2022-04-06T09:15:48.813Z,FALSE,automatic,0.48,0.001,0.03,316,7.31,350,318,41,2,140,64.2,7.42,170,64,28,0.5,72,7.54,4460,1.54,36,80.71748879,,4.35,7.67,10,7,22,0.4,1.68,3,4/5/2022,0,0,,,,,,,,
624d5c99f800680012e76d9e,2022-04-06T09:15:48.813Z,FALSE,automatic,0.46,0.001,0.03,261,7.28,360,262,41,2.4,145,61.4,7.38,170,82,28,1,75,7.53,3320,1.39,30,90.36144578,,8.62,7.66,20,9,22,0.7,1.24,6,4/2/2022,0.251966725,0,,,,,,,,
