_id__$oid,last_updated__$date,is_deleted,custom_dosing_data__dosing_mode,custom_dosing_data__applied_dose,custom_dosing_data__applied_dose_outlet,custom_dosing_data__flow,raw_sewage__time,raw_sewage__turbidity,raw_sewage__ph,raw_sewage__cod,raw_sewage__tss,raw_sewage__ammonia,raw_sewage__phosphate,raw_sewage__bod,raw_sewage__fst,pst_outlet__time,pst_outlet__turbidity,pst_outlet__ph,pst_outlet__cod,pst_outlet__tss,pst_outlet__ammonia,pst_outlet__bod,at__time,at__ph,at__mlss,at__do,at__percent_settlement,at__svi,fst__time,fst__turbidity,fst__ph,fst__cod,fst__tss,fst__ammonia,fst__phosphate,fst__do,fst__bod,remarks,date
6305f1e027c0c20013f2531e,2022-08-23T18:30:11.968Z,False,automatic,,30.0,1.06,,,7.4,720.0,488,40,4.0,206.0,,,,7.6,,284.0,,,,7.7,420.0,1.16,2,47.61904761904761,,,7.8,60.0,26,15.0,2.0,2.04,16.0,,2022-08-18
6305f2f027c0c20013f25378,2022-08-23T18:30:11.968Z,False,automatic,,30.0,1.0546875,,,7.4,,768,45,3.5,335.0,,,,7.6,,324.0,,,,7.2,2840.0,1.64,24,84.50704225352112,,,7.8,,36,20.0,2.5,3.14,25.0,PAC Dosing is closed,2022-08-19
6311a8662542ef0013abce58,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.0625,,,7.4,580.0,276,35,3.0,190.0,,,,7.4,,172.0,,138.0,,7.5,1320.0,1.08,8,60.60606060606061,,,7.7,112.0,43,25.0,2.5,1.38,26.0,,2022-08-20
6311a8d62542ef0013abce8d,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.0625,,,7.5,1148.0,544,40,2.5,353.0,,,,7.3,,344.0,,,,7.6,980.0,0.88,8,81.63265306122449,,,7.8,88.0,24,10.0,1.5,1.96,16.0,,2022-08-21
6311a9822542ef0013abcf11,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.046875,,,7.5,710.0,352,45,3.0,202.0,,,,7.4,,164.0,,,,7.7,630.0,1.48,2,31.746031746031743,,,7.6,50.0,23,10.0,1.0,3.5,17.0,,2022-08-22
6311a9fe2542ef0013abcf6f,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.109375,,,7.4,,1112,40,3.5,335.0,,,,7.4,,304.0,,,,7.6,660.0,1.24,4,60.60606060606061,,,7.8,,22,10.0,1.5,2.48,13.0,,2022-08-23
6311aa752542ef0013abcfcd,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.0625,,,7.4,680.0,508,45,4.0,273.0,,,,7.4,,244.0,,,,7.6,890.0,2.06,4,44.9438202247191,,,7.7,64.0,20,10.0,0.5,3.09,13.0,,2022-08-24
6311aae72542ef0013abd025,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.0546875,,,7.4,648.0,356,40,3.5,195.0,,,,7.4,,164.0,,,,7.6,610.0,1.04,4,65.57377049180329,,,7.7,38.0,17,15.0,0.5,1.82,9.0,,2022-08-25
6311ab572542ef0013abd07d,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.0703125,,,7.4,,348,40,3.5,222.0,,,,7.5,,132.0,,,,7.6,260.0,0.96,4,153.84615384615387,,,7.6,,14,10.0,0.5,1.32,11.0,,2022-08-26
6311abd12542ef0013abd0df,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.0390625,,,7.4,684.0,356,40,3.5,212.0,,,,7.2,,216.0,,110.0,,7.4,530.0,0.84,3,56.60377358490566,,,7.8,32.0,13,10.0,1.5,1.5,8.0,,2022-08-27
6311ac382542ef0013abd13b,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.0703125,,,7.5,,328,40,4.0,156.0,,,,7.4,,196.0,,,,7.6,620.0,1.28,8,129.03225806451613,,,7.8,,12,5.0,1.0,1.96,7.0,,2022-08-28
6311acb22542ef0013abd193,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.078125,,,7.5,580.0,296,40,3.5,228.0,,,,7.6,,108.0,,,,7.6,1110.0,1.06,7,63.063063063063055,,,7.7,40.0,13,10.0,0.5,2.03,9.0,,2022-08-29
6311ad1a2542ef0013abd1e7,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.1328125,,,7.6,,476,55,4.5,266.0,,,,7.6,,192.0,,,,7.7,1380.0,2.12,8,57.971014492753625,,,7.8,,16,10.0,1.0,3.68,10.0,,2022-08-30
6311ad802542ef0013abd21c,2022-09-01T18:30:10.748Z,False,automatic,,30.0,0.9375,,,7.6,,424,50,4.5,198.0,,,,7.6,,160.0,,,,7.5,1630.0,1.08,10,61.34969325153374,,,7.8,,12,10.0,1.0,2.5,8.0,,2022-08-31
6311addb2542ef0013abd24d,2022-09-01T18:30:10.748Z,False,automatic,,30.0,1.109375,,,7.5,720.0,600,55,4.5,,,,,7.5,,216.0,,,,7.6,1410.0,1.08,10,70.92198581560284,,,7.7,24.0,10,5.0,1.5,2.24,,,2022-09-01
63280516c239a300143310a9,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.1171875,,,7.5,0.0,516,40,3.0,348.0,,,,7.5,,256.0,,,,7.7,1490.0,1.24,10,67.11409395973155,,,7.8,,10,10.0,1.0,2.28,9.0,,2022-09-02
63282c4bc239a30014331403,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.015625,,,7.5,,336,40,3.0,209.0,,,,7.6,,220.0,,,,7.7,1370.0,0.84,9,65.69343065693431,,,7.8,,8,10.0,1.0,1.32,5.0,,2022-09-03
63282cc1c239a30014331453,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.09375,,,7.5,,316,35,2.5,200.0,,,,7.6,,172.0,,,,7.7,1210.0,0.96,5,41.32231404958678,,,7.8,,10,10.0,1.0,1.48,6.0,,2022-09-04
63282d3ac239a300143314b9,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.07,,,7.6,496.0,304,35,3.5,174.0,,,,7.5,,180.0,,110.0,,7.6,740.0,0.88,8,108.10810810810813,,,7.7,40.0,9,10.0,1.5,1.76,6.0,,2022-09-05
63282ddcc239a30014331554,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.140625,,,7.4,780.0,436,50,4.0,232.0,,,,7.3,,200.0,,,,7.5,1320.0,0.86,6,45.45454545454545,,,7.7,32.0,8,5.0,0.5,1.84,5.0,,2022-09-06
63282e47c239a300143315a4,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.1640625,,,7.4,,464,50,4.0,286.0,,,,7.5,,260.0,,,,7.5,1400.0,0.82,8,57.14285714285714,,,7.8,,8,5.0,0.5,3.62,6.0,,2022-09-07
63282ea9c239a300143315f4,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.1484375,,,7.4,,552,50,4.0,333.0,,,,7.5,,336.0,,148.0,,7.7,810.0,1.08,6,74.07407407407408,,,7.8,,12,10.0,0.5,2.84,6.0,,2022-09-08
63282f0ec239a30014331695,2022-09-18T18:30:10.073Z,False,automatic,,30.0,0.9609375,,,7.5,,612,45,4.5,375.0,,,,7.6,,232.0,,,,7.6,1000.0,1.08,9,90.0,,,7.7,,10,10.0,2.0,3.78,5.0,,2022-09-09
63282fb1c239a300143316ef,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.2109375,,,7.3,,568,25,2.5,296.0,,,,7.4,,200.0,,,,7.5,770.0,0.88,10,129.87012987012986,,,7.6,,12,10.0,1.0,1.36,7.0,,2022-09-10
6328301bc239a3001433173f,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.1796875,,,7.4,,488,35,3.0,252.0,,,,7.5,,236.0,,,,7.7,890.0,1.04,9,101.12359550561796,,,7.8,,11,15.0,1.5,2.44,7.0,,2022-09-11
632830eec239a300143317d1,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.09375,,,7.6,,412,55,4.5,243.0,,,,7.5,,144.0,,,,7.6,1600.0,1.8,10,62.5,,,7.7,,11,5.0,3.0,3.62,6.0,,2022-09-12
63283156c239a30014331831,2022-09-18T18:30:10.073Z,False,automatic,,30.0,1.078125,,,7.4,,592,50,4.5,349.0,,,,7.5,,376.0,,,,7.7,670.0,0.84,14,208.955223880597,,,7.8,,11,10.0,0.5,1.95,24.0,,2022-09-13
6331742d22b20600100ec242,2022-09-25T18:30:11.093Z,False,automatic,,30.0,1.140625,,,7.5,912.0,636,55,4.0,328.0,,,,7.5,,216.0,,138.0,,7.7,1090.0,1.62,8,73.39449541284404,,,7.8,40.0,12,10.0,1.5,2.6,7.0,,2022-09-14
633174df22b20600100ec2d1,2022-09-25T18:30:11.093Z,False,automatic,,30.0,1.1171875,,,7.3,592.0,432,45,3.5,279.0,,,,7.4,,196.0,,,,7.6,670.0,0.82,2,29.85074626865672,,,7.7,48.0,14,15.0,1.0,2.64,8.0,,2022-09-15
6331755822b20600100ec348,2022-09-25T18:30:11.093Z,False,automatic,,30.0,1.13,,,7.4,656.0,504,35,3.5,293.0,,,,7.5,,156.0,,,,7.7,350.0,0.55,2,57.14285714285714,,,7.7,52.0,16,10.0,1.5,1.92,10.0,,2022-09-16
633175dd22b20600100ec398,2022-09-25T18:30:11.093Z,False,automatic,,30.0,1.1484375,,,7.6,588.0,444,40,3.5,211.0,,,,7.7,,204.0,,156.0,,7.7,990.0,0.44,5,50.505050505050505,,,7.8,18.0,13,15.0,2.0,1.27,13.0,,2022-09-17
6331764122b20600100ec3e8,2022-09-25T18:30:11.093Z,False,automatic,,30.0,1.015625,,,7.4,688.0,456,45,3.5,233.0,,,,7.5,,224.0,,,,7.6,1020.0,0.72,8,78.43137254901961,,,7.7,32.0,8,10.0,1.5,1.34,5.0,,2022-09-18
633176ac22b20600100ec421,2022-09-25T18:30:11.093Z,False,automatic,,30.0,1.01,,,7.6,,592,45,4.5,330.0,,,,7.6,,220.0,,,,7.7,960.0,0.96,9,93.75,,,7.8,,11,5.0,2.0,1.24,7.0,,2022-09-19
633565b3195c68001215e19d,2022-09-28T18:30:10.56Z,False,automatic,,30.0,1.1484375,,,7.5,696.0,668,45,3.5,415.0,,,,7.7,,296.0,,,,7.7,880.0,0.84,24,272.7272727272727,,,7.8,40.0,13,5.0,0.5,1.56,8.0,,2022-09-20
63356623195c68001215e1fb,2022-09-28T18:30:10.56Z,False,automatic,,30.0,1.1171875,,,7.4,720.0,732,50,4.5,385.0,,,,7.4,,328.0,,,,7.6,2260.0,0.82,12,53.09734513274336,,,7.7,28.0,18,10.0,1.0,1.22,10.0,,2022-09-21
6335667e195c68001215e24b,2022-09-28T18:30:10.56Z,False,automatic,,30.0,1.1953125,,,7.6,,616,50,4.0,395.0,,,,7.5,,256.0,,,,7.7,760.0,0.42,10,131.57894736842104,,,7.8,,17,15.0,2.5,1.08,9.0,,2022-09-22
633566f5195c68001215e29b,2022-09-28T18:30:10.56Z,False,automatic,,30.0,1.078125,,,7.5,,520,40,3.5,295.0,,,,7.6,,200.0,,,,7.7,340.0,0.78,2,58.8235294117647,,,7.7,,20,10.0,1.5,1.74,11.0,,2022-09-23
6335678a195c68001215e2eb,2022-09-28T18:30:10.56Z,False,automatic,,30.0,1.140625,,,7.8,,432,25,3.0,128.0,,,,7.5,,134.0,,50.0,,7.7,570.0,2.16,5,87.71929824561403,,,7.7,0.0,32,5.0,1.5,4.2,15.0,,2022-09-24
633567fd195c68001215e33b,2022-09-28T18:30:10.56Z,False,automatic,,30.0,1.2265625,,,7.4,784.0,552,35,4.0,355.0,,,,7.5,,220.0,,,,7.6,730.0,1.14,4,54.7945205479452,,,7.8,20.0,19,10.0,1.5,2.04,9.0,,2022-09-25
633a8733af492a0011ae4ef0,2022-10-02T18:30:09.378Z,False,automatic,0.0,30.0,0.90234375,,,7.3,808.0,560,45,3.5,303.0,,,,7.4,,260.0,,,,7.6,1320.0,0.84,14,106.06060606060606,,,7.7,56.0,22,15.0,2.0,1.48,13.0,,2022-09-26
633a891faf492a0011ae4fa6,2022-10-02T18:30:09.378Z,False,automatic,0.0,30.0,1.0859375,,,7.3,660.0,680,55,4.5,300.0,,,,7.5,,240.0,,,,7.7,790.0,0.68,4,50.63291139240506,,,7.8,56.0,18,10.0,0.5,1.0,12.0,,2022-09-27
633bc1ca2912960012a51ab1,2022-10-03T18:30:10.39Z,False,automatic,0.0,30.0,1.2421875,,,7.3,720.0,472,50,4.0,273.0,,,,7.5,,192.0,,120.0,,,510.0,1.48,4,78.43137254901961,,,7.7,64.0,20,15.0,2.0,1.68,10.0,,2022-09-28
633bcdbf2912960012a51c79,2022-10-03T18:30:10.39Z,False,automatic,0.0,30.0,1.265625,11:34,,7.5,960.0,676,65,3.5,346.0,,11:35,,7.5,0.0,232.0,,,11:35,7.7,790.0,0.96,8,101.26582278481013,11:37,,7.7,52.0,19,15.0,1.5,1.98,12.0,,2022-09-29
633bd1b72912960012a51ce9,2022-10-03T18:30:10.39Z,False,automatic,,,1.0546875,11:50,,7.4,896.0,720,50,3.0,350.0,,11:52,,283.0,,156.0,,,,7.6,1900.0,1.24,13,68.42105263157895,11:54,,7.8,56.0,17,20.0,1.0,3.8,9.0,,2022-09-30
633bd3002912960012a51d8b,2022-10-03T18:30:10.39Z,False,automatic,0.0,30.0,1.0390625,11:58,,7.2,672.0,560,55,5.0,320.0,,11:58,,7.4,,172.0,,92.0,11:59,7.5,1140.0,0.78,6,52.63157894736842,12:00,,7.6,40.0,18,25.0,2.0,1.36,10.0,,2022-10-01
633e5012988b0100129654f0,2022-10-05T18:30:10.862Z,False,automatic,0.0,30.0,1.1484375,,,7.3,820.0,760,60,4.0,403.0,,,,7.5,,336.0,,,,7.6,1660.0,0.96,18,108.43373493975903,09:17,,7.7,48.0,28,20.0,2.0,1.44,17.0,,2022-10-02
634105daf1918800122d247f,2022-10-07T18:30:12.737Z,False,automatic,0.0,30.0,1.1796875,10:37,,7.4,760.0,732,55,4.5,393.0,,10:37,,7.3,,284.0,,,10:37,7.5,480.0,0.96,2,41.66666666666666,10:37,,7.6,44.0,25,25.0,2.5,1.74,14.0,,2022-10-03
63467578feb2820012e16210,2022-10-11T18:30:11.952Z,False,automatic,0.0,30.0,1.1171875,13:31,,7.3,580.0,428,50,3.0,224.0,,13:33,,7.4,,164.0,,86.0,13:34,7.5,500.0,0.88,10,200.0,13:36,,7.7,32.0,18,10.0,2.0,1.15,9.0,,2022-10-04
635cd260ab27ea0012efd3da,2022-10-28T18:30:11.161Z,False,automatic,0.0,30.0,1.2890625,,,7.5,736.0,476,60,4.5,262.0,,,,7.6,,252.0,,,12:40,7.6,820.0,0.82,8,97.5609756097561,12:41,0.0,7.7,64.0,20,15.0,2.5,1.02,11.0,,2022-10-05
635cd3edab27ea0012efd43c,2022-10-28T18:30:11.161Z,False,automatic,0.0,30.0,1.2265625,12:45,,7.4,796.0,604,55,5.0,351.0,,12:46,,7.5,,136.0,,,12:46,7.7,470.0,1.5,5,106.38297872340424,12:47,,7.8,80.0,26,5.0,2.0,1.85,16.0,,2022-10-06
635cd52fab27ea0012efd4b0,2022-10-28T18:30:11.161Z,False,automatic,0.0,30.0,1.2578125,12:52,,7.3,456.0,392,40,3.5,181.0,,12:53,,7.4,,244.0,,,12:53,7.5,880.0,0.92,6,68.18181818181817,12:53,,7.6,28.0,18,10.0,0.5,1.89,10.0,,2022-10-07
635cd616ab27ea0012efd500,2022-10-28T18:30:11.161Z,False,automatic,0.0,30.0,1.359375,12:55,,7.6,696.0,464,55,4.5,238.0,,12:57,,7.6,0.0,208.0,,110.0,12:57,7.8,670.0,1.04,4,59.70149253731344,12:58,,7.8,52.0,17,25.0,3.0,1.96,9.0,,2022-10-08
635f3f705dc1120011447301,2022-10-30T18:30:11.155Z,False,automatic,0.0,30.0,1.328125,08:49,,7.5,456.0,368,35,3.5,247.0,,08:50,,7.5,,144.0,,,08:50,7.7,520.0,1.24,6,115.3846153846154,08:51,,7.8,32.0,18,10.0,1.0,1.86,12.0,,2022-10-09
635f40665dc112001144736d,2022-10-30T18:30:11.155Z,False,automatic,0.0,0.0,1.2109375,08:53,,7.3,480.0,324,40,4.5,224.0,,08:54,,7.4,,164.0,,,08:54,7.5,780.0,0.12,5,64.1025641025641,08:56,,7.7,36.0,20,10.0,1.8,0.48,11.0,,2022-10-10
635f414d5dc11200114473bd,2022-10-30T18:30:11.155Z,False,automatic,0.0,0.0,1.1953125,08:57,,7.3,412.0,272,45,4.0,162.0,,08:58,,7.4,0.0,156.0,,,08:58,7.5,1050.0,0.86,4,38.0952380952381,09:00,,7.6,60.0,28,15.0,1.5,1.24,16.0,,2022-10-11
635f42135dc112001144740d,2022-10-30T18:30:11.155Z,False,automatic,0.0,0.0,1.328125,09:01,,7.4,720.0,420,55,6.0,242.0,,09:01,,7.2,,120.0,,,09:02,7.4,1090.0,0.62,6,55.04587155963303,09:02,,7.5,56.0,29,20.0,3.0,,18.0,,2022-10-12
635f42e25dc112001144745d,2022-10-30T18:30:11.155Z,False,automatic,0.0,0.0,1.2578125,09:04,,7.3,572.0,316,45,4.0,192.0,,09:05,,7.3,0.0,172.0,,,09:05,7.5,1030.0,0.28,6,58.25242718446602,09:06,,7.5,56.0,30,20.0,2.0,0.48,16.0,,2022-10-13
635f43af5dc11200114474ad,2022-10-30T18:30:11.155Z,False,automatic,0.0,30.0,1.1875,09:07,,7.2,880.0,656,60,5.0,385.0,,09:08,,7.4,,268.0,,,09:08,7.5,1470.0,0.84,4,27.21088435374149,09:09,,7.6,56.0,29,15.0,1.5,1.72,18.0,,2022-10-14
635f445e5dc11200114474fd,2022-10-30T18:30:11.155Z,False,automatic,0.0,30.0,1.2109375,09:11,,7.4,856.0,528,55,6.5,368.0,,09:11,,7.3,,208.0,,,09:12,7.4,1260.0,1.24,6,47.61904761904761,09:12,,7.6,60.0,30,15.0,1.5,1.86,19.0,,2022-10-15
635f453d5dc112001144754d,2022-10-30T18:30:11.155Z,False,automatic,0.0,30.0,1.3359375,09:14,,7.4,332.0,456,50,3.5,253.0,,09:15,,7.4,,212.0,,,09:15,7.5,1490.0,0.48,6,40.26845637583892,09:16,,7.5,48.0,29,10.0,1.0,0.92,14.0,,2022-10-16
635f46685dc112001144759d,2022-10-30T18:30:11.155Z,False,automatic,0.0,30.0,1.2421875,09:18,,7.6,632.0,412,50,3.5,,,09:19,,7.7,,152.0,,,09:19,7.5,1490.0,0.48,6,40.26845637583892,09:21,,7.5,48.0,29,10.0,1.0,0.92,,,2022-10-17
6360c17e6291970012cc4570,2022-10-31T18:30:11.071Z,False,automatic,0.0,30.0,1.1953125,12:16,,7.6,912.0,572,55,4.0,,,12:18,,7.5,,152.0,,,12:18,7.4,1230.0,0.72,8,65.04065040650407,12:19,,7.7,64.0,30,25.0,1.5,1.42,,,2022-10-18
6360c2e46291970012cc45d9,2022-10-31T18:30:11.071Z,False,automatic,0.0,30.0,1.2109375,12:22,,7.4,806.0,484,45,5.0,255.0,,12:23,,7.5,,168.0,,,12:24,7.6,790.0,0.52,4,50.63291139240506,12:24,,7.8,78.0,34,15.0,1.5,0.98,21.0,,2022-10-19
6360c3cb6291970012cc462d,2022-10-31T18:30:11.071Z,False,automatic,30.0,0.0,1.2578125,12:26,,7.5,1028.0,680,60,4.5,405.0,,12:27,,7.6,,192.0,,,12:27,7.7,1070.0,1.02,4,37.38317757009346,12:28,,7.4,64.0,30,20.0,2.0,3.43,17.0,,2022-10-20
6360c4b66291970012cc46a4,2022-10-31T18:30:11.071Z,False,automatic,0.0,30.0,1.1875,12:31,,7.4,658.0,728,40,3.5,387.0,,12:31,,7.5,,232.0,,,12:32,7.6,1110.0,0.88,6,54.054054054054056,12:32,,7.8,52.0,27,15.0,1.5,2.57,16.0,,2022-10-21
636335029d9b640012639a45,2022-11-02T18:30:12.153Z,False,automatic,0.0,30.0,1.0859375,08:53,,7.4,820.0,756,55,4.5,525.0,,08:55,,7.5,,200.0,,,08:55,7.6,500.0,0.72,4,80.0,08:56,,7.8,52.0,26,20.0,2.0,1.49,17.0,,2022-10-22
636335e09d9b640012639a99,2022-11-02T18:30:12.153Z,False,automatic,0.0,30.0,1.078125,08:58,,7.6,980.0,628,50,4.0,319.0,,08:59,,7.4,,196.0,,,08:59,7.5,670.0,0.64,5,74.62686567164178,08:59,,7.7,58.0,24,25.0,1.5,1.28,14.0,,2022-10-23
636336d59d9b640012639aed,2022-11-02T18:30:12.153Z,False,automatic,0.0,30.0,1.125,09:02,,7.5,888.0,644,40,3.5,339.0,,09:02,,7.5,,208.0,,,09:03,7.6,1240.0,0.88,6,48.38709677419354,09:03,,7.6,52.0,21,15.0,1.0,1.16,14.0,,2022-10-24
636337e79d9b640012639b41,2022-11-02T18:30:12.153Z,False,automatic,0.0,0.0,1.03125,09:06,,7.6,912.0,572,55,4.0,297.0,,09:07,,7.5,,152.0,,,09:07,7.4,1230.0,0.72,8,65.04065040650407,09:08,,7.7,64.0,30,25.0,1.5,1.42,18.0,,2022-10-25
636338f89d9b640012639b95,2022-11-02T18:30:12.153Z,False,automatic,0.0,30.0,1.2109375,09:11,,7.5,828.0,672,40,3.5,455.0,,09:11,,7.6,,240.0,,162.0,09:12,7.4,1230.0,0.76,9,73.17073170731707,09:13,,7.7,64.0,28,15.0,1.0,1.62,15.0,,2022-10-26
636339f19d9b640012639be9,2022-11-02T18:30:12.153Z,False,automatic,0.0,30.0,1.0703125,09:15,,7.6,780.0,440,65,4.0,259.0,,09:16,,7.4,,184.0,,,09:16,7.5,740.0,0.63,6,81.08108108108108,09:17,,7.7,72.0,33,25.0,1.5,1.27,22.0,,2022-10-27
636349009d9b640012639c83,2022-11-02T18:30:12.153Z,False,automatic,0.0,30.0,1.265625,10:16,,7.6,874.0,540,65,5.5,305.0,,10:17,,7.5,,184.0,,,10:17,7.4,650.0,0.55,8,123.07692307692308,10:18,,7.7,96.0,47,35.0,1.5,1.06,29.0,,2022-10-28
63634a109d9b640012639cf5,2022-11-02T18:30:12.153Z,False,automatic,0.0,30.0,1.1015625,10:23,,7.0,846.0,660,50,4.5,348.0,,10:24,,7.2,,208.0,,142.0,10:25,7.5,640.0,0.28,4,62.5,10:26,,7.5,58.0,36,25.0,2.0,0.88,25.0,,2022-10-29
63634b299d9b640012639d49,2022-11-02T18:30:12.153Z,False,automatic,0.0,30.0,1.109375,10:28,,7.1,720.0,432,60,5.0,280.0,,10:30,,7.3,,168.0,,,10:30,7.4,740.0,0.32,6,81.08108108108108,10:30,,7.5,52.0,30,20.0,2.5,0.96,18.0,,2022-10-30
63636e1c9d9b640012639e19,2022-11-02T18:30:12.153Z,False,automatic,0.0,30.0,1.125,12:58,,7.0,894.0,656,40,2.0,375.0,,12:58,,7.2,,172.0,,,12:59,75.0,550.0,0.4,4,72.72727272727272,12:59,,7.5,48.0,28,25.0,0.5,2.84,19.0,,2022-10-31
636f3df743c7d100112952d8,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,1.25,12:00,,7.1,904.0,736,50,3.8,405.0,,12:01,,7.3,0.0,164.0,,,12:01,7.8,610.0,0.4,2,32.786885245901644,12:01,,7.8,58.0,29,20.0,1.0,1.2,20.0,,2022-11-01
636f3ee843c7d10011295328,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,0.9140625,12:04,,7.5,566.0,524,50,3.0,328.0,,12:04,,7.4,0.0,164.0,,112.0,12:05,7.6,460.0,0.32,4,86.95652173913044,12:05,,7.7,54.0,28,15.0,0.5,1.6,19.0,,2022-11-02
636f3fa743c7d10011295382,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,1.1796875,12:07,,7.5,712.0,444,65,4.0,296.0,,12:07,,7.6,,192.0,,,12:08,7.6,520.0,0.0,3,57.69230769230769,12:08,,7.7,68.0,34,20.0,1.5,0.32,20.0,,2022-11-03
636f403043c7d100112953d2,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,1.2578125,12:10,,7.4,780.0,468,60,3.5,252.0,,12:10,,7.5,0.0,188.0,,,12:11,7.7,590.0,0.0,4,67.79661016949153,12:11,,7.8,64.0,36,15.0,2.5,0.28,22.0,,2022-11-04
636f40bf43c7d10011295422,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,1.3515625,12:12,,7.3,728.0,536,55,3.5,345.0,,12:13,,7.4,,184.0,,,12:13,7.7,510.0,1.51,2,39.21568627450981,12:13,,7.8,58.0,30,20.0,2.0,2.06,19.0,,2022-11-05
636f41bf43c7d10011295484,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,1.2109375,12:17,,7.2,708.0,408,50,3.5,249.0,,12:17,,7.3,,208.0,,,12:17,7.4,710.0,0.92,4,56.33802816901409,12:17,,7.5,52.0,26,15.0,1.5,1.82,17.0,,2022-11-06
636f423f43c7d100112954d4,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,1.2265625,12:19,,7.3,820.0,528,45,3.0,272.0,,12:19,,7.4,,168.0,,,12:19,7.5,870.0,0.0,6,68.9655172413793,12:20,,7.6,48.0,28,20.0,1.0,0.34,16.0,,2022-11-07
636f42b943c7d10011295524,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,1.2109375,12:21,,7.2,808.0,520,50,3.0,322.0,,12:21,,7.4,,136.0,,,12:22,7.5,480.0,0.28,3,62.5,12:22,,7.6,88.0,39,15.0,1.2,1.2,24.0,,2022-11-08
636f435043c7d10011295596,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,1.2421875,12:23,,7.4,926.0,556,55,6.0,372.0,,12:24,,7.4,,172.0,,116.0,12:24,7.5,490.0,0.16,2,40.81632653061224,12:24,,7.6,92.0,37,25.0,3.5,1.0,26.0,,2022-11-09
636f43c543c7d100112955e6,2022-11-11T18:30:12.529Z,False,automatic,0.0,30.0,1.140625,12:26,,7.4,800.0,604,60,4.5,,,12:26,,7.5,,140.0,,,12:26,7.7,910.0,0.84,6,65.93406593406594,12:26,,7.8,66.0,34,25.0,1.0,2.58,,,2022-11-10
6382ef3760adf600129257b9,2022-11-26T18:30:10.523Z,False,automatic,0.0,30.0,1.1875,10:28,0.0,7.6,624.0,360,65,4.5,188.0,,10:29,,7.6,,184.0,,,10:30,7.8,430.0,0.6,2,46.51162790697674,10:30,,7.7,96.0,48,30.0,2.0,1.36,35.0,,2022-11-11
6382f0c560adf60012925889,2022-11-26T18:30:10.523Z,False,automatic,0.0,30.0,1.2265625,10:32,,7.6,796.0,484,55,3.5,323.0,,10:33,,7.6,,132.0,,90.0,10:37,7.7,880.0,1.3,2,22.727272727272727,10:37,,7.8,78.0,53,25.0,2.0,2.14,36.0,,2022-11-12
6382f2d460adf600129258fa,2022-11-26T18:30:10.523Z,False,automatic,0.0,30.0,1.171875,10:44,,7.1,780.0,404,50,4.0,256.0,,10:45,,7.2,,116.0,,,10:45,7.4,950.0,1.42,2,21.052631578947366,10:45,,7.5,124.0,56,30.0,2.0,2.46,32.0,,2022-11-13
6382f3d060adf6001292594b,2022-11-26T18:30:10.523Z,False,automatic,0.0,0.0,1.1328125,10:48,,7.5,712.0,388,60,4.0,248.0,,10:49,,7.5,,188.0,,112.0,10:49,7.6,1550.0,1.43,20,129.03225806451613,10:50,,7.7,176.0,67,25.0,2.5,2.4,42.0,,2022-11-14
6382f59d60adf600129259a5,2022-11-26T18:30:10.523Z,False,automatic,0.0,0.0,1.15625,10:55,,7.4,356.0,356,50,4.0,192.0,,10:57,,7.5,,160.0,,,10:57,7.7,670.0,1.24,2,29.85074626865672,10:58,,7.8,120.0,64,30.0,2.5,2.49,35.0,,2022-11-15
6382f67060adf600129259f5,2022-11-26T18:30:10.523Z,False,automatic,0.0,0.0,1.1796875,11:00,,7.3,823.0,412,55,3.5,236.0,,11:01,,7.5,,216.0,,,11:01,7.7,1230.0,1.38,9,73.17073170731707,11:01,,7.8,128.0,66,25.0,1.5,2.88,33.0,,2022-11-16
